16 0.832569 0.832158
24 1.19747 1.17558
32 1.59757 1.57909
48 2.49044 2.23733
64 3.21762 2.93857
96 5.10555 5.02188
128 6.54785 6.456
192 9.32815 9.23638
256 12.3768 12.1878
384 19.5139 19.5067
512 24.8751 24.6976
768 37.927 37.1611
1024 49.5338 48.8302
1536 71.7249 70.612
2048 94.2502 92.4184
3072 134.954 132.098
4096 184.062 179.87
6144 259.64 251.926
8192 329.908 323.329
12288 452.464 447.615
16384 571.323 558.255
